ncbi.name,pathogenid,taxid,baltimore,order,family,genus,rna,rt,double_stranded,negative_sense,positive_sense,enveloped,circular,segmented,cytoplasm,size_MB,size_KB,CDS,GC,max_bread,max_bread_nh,tip
murine herpesvirus,26302918,1431748,group i,herpesvirales,herpesviridae,muromegalovirus,0,0,1,0,0,1,0,0,0,0.221120667,221.1206667,155,55.4,51.8,51.8,Murine_herpesvirus
murine leukemia virus,3436743,11786,group vi,ortervirales,retroviridae,gammaretrovirus,1,1,0,0,1,1,0,0,0,0.008323,8.323,3,53.4,186.8,186.8,Murine_leukemia_virus
murine mastadenovirus a,3606502,129956,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.030944,30.944,26,47.8,160,160,Murine_mastadenovirus_A
murine mastadenovirus b,4214424,1146873,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.0276855,27.6855,20,64.15,0,0,Murine_mastadenovirus_B
murine mastadenovirus c,4074885,696859,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.03057,30.57,28,47.2,0,0,Murine_mastadenovirus_C
murine orthopneumovirus,3436193,11263,group v,mononegavirales,pneumoviridae,orthopneumovirus,1,0,0,1,0,1,0,0,1,0.014886,14.886,11,40.4,159.6,159.6,Murine_orthopneumovirus
murine respirovirus,3436078,11191,group v,mononegavirales,paramyxoviridae,respirovirus,1,0,0,1,0,1,0,0,1,0.015384,15.384,9,46.1,160,160,Murine_respirovirus
murine rotavirus,3442126,28327,group iii,na,reoviridae,rotavirus,1,0,1,0,0,0,0,1,1,0.018496,18.496,11,41.2879,0,0,Murine_rotavirus
murine sapovirus,2171392,2171392,group iv,na,caliciviridae,sapovirus,1,0,0,0,1,0,0,0,1,0.0074665,7.4665,2,49.25,0,0,Murine_sapovirus
murray valley encephalitis virus,3435874,11079,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.011014,11.014,2,48.7,186.8,167.2,Murray_Valley_encephalitis_virus
mus cervicolor cytomegalovirus 1,3899163,456489,group i,herpesvirales,herpesviridae,cytomegalovirus,0,0,1,0,0,1,0,0,0,0.223810667,223.8106667,167,52.383,0,0,Mus_cervicolor_cytomegalovirus_1
mus cervicolor rhadinovirus 1,3899174,456502,group i,herpesvirales,herpesviridae,rhadinovirus,0,0,1,0,0,1,0,0,0,0.1021695,102.1695,81,43.867,0,0,Mus_cervicolor_rhadinovirus_1
mus musculus cytomegalovirus 2,4104791,752241,group i,herpesvirales,herpesviridae,cytomegalovirus,0,0,1,0,0,1,0,0,0,0.223810667,223.8106667,167,52.383,0,0,Mus_musculus_cytomegalovirus_2
mus musculus polyomavirus 1,26303164,1891730,group i,na,polyomaviridae,alphapolyomavirus,0,0,1,0,0,0,1,0,0,0.005307,5.307,6,47.2,0,0,Mus_musculus_polyomavirus_1
mus musculus polyomavirus 2,26303166,1891770,group i,na,polyomaviridae,betapolyomavirus,0,0,1,0,0,0,1,0,0,0.004754,4.754,5,40.9,0,0,Mus_musculus_polyomavirus_2
mus musculus rhadinovirus 1,3765573,308714,group i,herpesvirales,herpesviridae,rhadinovirus,0,0,1,0,0,1,0,0,0,0.1021695,102.1695,81,43.867,0,0,Mus_musculus_rhadinovirus_1
mustelid gammaherpesvirus 1,3767864,311179,group i,herpesvirales,herpesviridae,percavirus,0,0,1,0,0,1,0,0,0,0.006165,6.165,2,37.5,0,0,Mustelid_gammaherpesvirus_1
mx polyomavirus,27245956,1231709,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005216623,5.216623188,5,41.9616,0,0,MX_polyomavirus
myeloproliferative leukemia virus,3436982,11973,group vi,ortervirales,retroviridae,retroviridae,1,1,0,0,1,1,0,0,0,0.008268062,8.268061791,5,47.117,0,0,Myeloproliferative_leukemia_virus
myodes glareolus cytomegalovirus 1,3899501,456831,group i,herpesvirales,herpesviridae,cytomegalovirus,0,0,1,0,0,1,0,0,0,0.223810667,223.8106667,167,52.383,0,0,Myodes_glareolus_cytomegalovirus_1
myodes glareolus polyomavirus 1,27416530,2006147,group i,na,polyomaviridae,betapolyomavirus,0,0,1,0,0,0,1,0,0,0.005032,5.032,5,41.7,0,0,Myodes_glareolus_polyomavirus_1
myodes glareolus rhadinovirus 1,3899502,456832,group i,herpesvirales,herpesviridae,rhadinovirus,0,0,1,0,0,1,0,0,0,0.1021695,102.1695,81,43.867,0,0,Myodes_glareolus_rhadinovirus_1
myotis alcathoe betaherpesvirus 1,27414256,1732025,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Myotis_alcathoe_betaherpesvirus_1
myotis bechsteinii betaherpesvirus 1,27764681,1325388,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Myotis_bechsteinii_betaherpesvirus_1
myotis daubentonii betaherpesvirus 1,27541019,1325389,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Myotis_daubentonii_betaherpesvirus_1
myotis daubentonii coronavirus,27859440,1487701,group iv,nidovirales,coronaviridae,coronavirinae,1,0,0,0,1,1,0,0,1,0.029642,29.642,10,41.2,0,0,Myotis_daubentonii_coronavirus
myotis davidii coronavirus,27859442,1487702,group iv,nidovirales,coronaviridae,coronavirinae,1,0,0,0,1,1,0,0,1,0.029642,29.642,10,41.2,0,0,Myotis_davidii_coronavirus
myotis emarginatus betaherpesvirus 1,27541021,1325390,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Myotis_emarginatus_betaherpesvirus_1
myotis latirostis coronavirus,27498738,1881089,group iv,nidovirales,coronaviridae,coronavirinae,1,0,0,0,1,1,0,0,1,0.029642,29.642,10,41.2,0,0,Myotis_latirostis_coronavirus
myotis myotis betaherpesvirus 1,27385156,1653058,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Myotis_myotis_betaherpesvirus_1
myotis mystacinus betaherpesvirus 1,27271402,1325391,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Myotis_mystacinus_betaherpesvirus_1
myotis ricketti astrovirus 1,1195368,1195368,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Myotis_ricketti_astrovirus_1
myotis ricketti herpesvirus 1,27404176,1200670,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Myotis_ricketti_herpesvirus_1
myotis ricketti herpesvirus 2,27404180,1200671,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Myotis_ricketti_herpesvirus_2
myotis ricketti parvovirus,27810620,1387878,group ii,na,parvoviridae,parvoviridae,0,0,0,0,1,0,0,0,0,0.005005314,5.00531405,3,46.574,0,0,Myotis_ricketti_parvovirus
myxoma virus,3434673,10273,group i,na,poxviridae,leporipoxvirus,0,0,1,0,0,1,0,0,1,0.161773,161.773,170,43.6,39.4,39.4,Myxoma_virus
nairobi sheep disease orthonairovirus,3665369,1980526,group v,bunyavirales,nairoviridae,orthonairovirus,1,0,0,1,0,1,0,1,1,0.018359692,18.35969231,3,42.377,186.8,45.8,Nairobi_sheep_disease_orthonairovirus
nariva narmovirus,4009759,2560613,group v,mononegavirales,paramyxoviridae,narmovirus,1,0,0,1,0,1,0,0,1,0.015276,15.276,8,44.3,0,0,Nariva_narmovirus
nathusius's pipistrelle adenovirus 1,27589149,1530282,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Nathusiuss_pipistrelle_adenovirus_1
natorduori virus,26302888,1357966,group v,bunyavirales,arenaviridae,arenaviridae,1,0,0,1,0,1,0,1,1,0.0100705,10.0705,4,41.294,0,0,Natorduori_virus
ndumu virus,3493925,59302,group iv,na,togaviridae,alphavirus,1,0,0,0,1,1,0,0,1,0.011688,11.688,4,50,0,0,Ndumu_virus
necocli orthohantavirus,26205106,1980482,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Necocli_orthohantavirus
neixiang md bat coronavirus,27304460,1508226,group iv,nidovirales,coronaviridae,Alphacoronavirus,1,0,0,0,1,1,0,0,1,0.027972773,27.97277273,7,38.5045,0,0,Neixiang_Md_bat_coronavirus
nelson bay orthoreovirus,3595788,118027,group iii,na,reoviridae,orthoreovirus,1,0,1,0,0,0,0,1,1,0.023405,23.405,12,48.1869,21,21,Nelson_Bay_orthoreovirus
neomys anomalus hantavirus,3952288,516542,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Neomys_anomalus_hantavirus
new jersey vesiculovirus,3436218,1972578,group v,mononegavirales,rhabdoviridae,vesiculovirus,1,0,0,1,0,1,0,0,1,0.011123,11.123,5,40.05,186.8,186.8,New_Jersey_vesiculovirus
new york hantavirus,3468301,44755,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,180.4,0,New_York_hantavirus
newbury 1 virus,4074883,2170030,group iv,na,caliciviridae,nebovirus,1,0,0,0,1,0,0,0,1,0.0074535,7.4535,2,56.4,0,0,Newbury_1_virus
newfound gap hantavirus,3714775,249190,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Newfound_Gap_hantavirus
nipah henipavirus,3599170,121791,group v,mononegavirales,paramyxoviridae,henipavirus,1,0,0,1,0,1,0,0,1,0.018246,18.246,9,38.2,186.8,167.8,Nipah_henipavirus
nishimuro ledantevirus,24575704,947522,group v,mononegavirales,rhabdoviridae,ledantevirus,1,0,0,1,0,1,0,0,1,0.010881,10.881,4,40.7,0,0,Nishimuro_ledantevirus
non-primate hepacivirus,25871267,1670679,group iv,na,flaviviridae,hepacivirus,1,0,0,0,1,1,0,0,1,0.009148857,9.148857143,1,54.443,0,0,Non-primate_hepacivirus
northern bat adenovirus 1,27589151,1530283,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Northern_bat_adenovirus_1
northern elephant seal herpesvirus,3799300,345308,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Northern_elephant_seal_herpesvirus
norwalk virus,3437000,11983,group iv,na,caliciviridae,norovirus,1,0,0,0,1,0,0,0,1,0.007654,7.654,3,48,186.8,186.8,Norwalk_virus
norway rat arterivirus,26302980,1562062,group iv,nidovirales,arteriviridae,arteriviridae,1,0,0,0,1,1,0,0,1,0.014923738,14.9237381,12,51.414,0,0,Norway_rat_arterivirus
norway rat hunnivirus,26302982,1562064,group iv,picornavirales,picornaviridae,hunnivirus,1,0,0,0,1,0,0,0,1,0.007496,7.496,1,47.6,0,0,Norway_rat_hunnivirus
norway rat kobuvirus 1,26302976,1562048,group iv,picornavirales,picornaviridae,kobuvirus,1,0,0,0,1,0,0,0,1,0.008172063,8.1720625,1,55.256,0,0,Norway_rat_kobuvirus_1
norway rat kobuvirus 2,26302978,1562049,group iv,picornavirales,picornaviridae,kobuvirus,1,0,0,0,1,0,0,0,1,0.008172063,8.1720625,1,55.256,0,0,Norway_rat_kobuvirus_2
norway rat pegivirus,25870178,1562065,group iv,na,flaviviridae,pegivirus,1,0,0,0,1,1,0,0,1,0.010023,10.023,1,61.5,0,0,Norway_rat_pegivirus
norway rat pestivirus,26302984,1562066,group iv,na,flaviviridae,pestivirus,1,0,0,0,1,1,0,0,1,0.012256475,12.256475,1,45.746,0,0,Norway_rat_pestivirus
nova mobatvirus,4045315,2501381,group v,bunyavirales,hantaviridae,mobatvirus,1,0,0,1,0,1,0,1,1,0.011978,11.978,3,35.9202,0,0,Nova_mobatvirus
nyctalus lasiopterus betaherpesvirus 1,27271404,1325393,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Nyctalus_lasiopterus_betaherpesvirus_1
nyctalus leisleri betaherpesvirus 1,27271406,1325394,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Nyctalus_leisleri_betaherpesvirus_1
nyctalus noctula betaherpesvirus 1,27764685,1325395,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Nyctalus_noctula_betaherpesvirus_1
nycticebus coucang betaherpesvirus 1,3750469,291832,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Nycticebus_coucang_betaherpesvirus_1
odobenus rosmarus divergens herpesvirus,27568966,1463499,group i,herpesvirales,herpesviridae,herpesviridae,0,0,1,0,0,1,0,0,0,0.150500516,150.5005156,63,55.8906,0,0,Odobenus_rosmarus_divergens_herpesvirus
odocoileus hemionus endogenous retrovirus,4242142,980972,group vi,ortervirales,retroviridae,gammaretrovirus,1,1,0,0,1,1,0,0,0,0.006970333,6.970333333,3,51.778,0,0,Odocoileus_hemionus_endogenous_retrovirus
oita ledantevirus,27515097,1978544,group v,mononegavirales,rhabdoviridae,ledantevirus,1,0,0,1,0,1,0,0,1,0.011355,11.355,5,42.7,0,0,Oita_ledantevirus
okahandja mammarenavirus,26303040,1642458,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010549,10.549,4,39.1016,0,0,Okahandja_mammarenavirus
oliveros mammarenavirus,3464980,42764,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010719,10.719,4,39.9766,0,0,Oliveros_mammarenavirus
olivier's shrew virus 2,2012620,2012620,group iv,nidovirales,arteriviridae,arteriviridae,1,0,0,0,1,1,0,0,1,0.014923738,14.9237381,12,51.414,0,0,Oliviers_shrew_virus_2
olivier's shrew virus 3,2116538,2116538,group iv,nidovirales,arteriviridae,arteriviridae,1,0,0,0,1,1,0,0,1,0.014923738,14.9237381,12,51.414,0,0,Oliviers_shrew_virus_3
omdraaivlei virus,26302932,1480699,group v,bunyavirales,arenaviridae,arenaviridae,1,0,0,1,0,1,0,1,1,0.0100705,10.0705,4,41.294,0,0,Omdraaivlei_virus
omikronpapillomavirus 1,3534004,82676,group i,na,papillomaviridae,omikronpapillomavirus,0,0,1,0,0,0,1,0,0,0.007879,7.879,7,42.2,8.2,8.2,Omikronpapillomavirus_1
omsk hemorrhagic fever virus,3437760,12542,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.010787,10.787,1,53.6,180.4,32.4,Omsk_hemorrhagic_fever_virus
ondatra zibethicus cytomegalovirus 1,3877229,431629,group i,herpesvirales,herpesviridae,cytomegalovirus,0,0,1,0,0,1,0,0,0,0.223810667,223.8106667,167,52.383,0,0,Ondatra_zibethicus_cytomegalovirus_1
onyong-nyong virus,3435783,11027,group iv,na,togaviridae,alphavirus,1,0,0,0,1,1,0,0,1,0.011835,11.835,3,48.3,0,0,Onyong-nyong_virus
opossum torque teno virus,2054609,2054609,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002734,2.734,3,45.48115,0,0,Opossum_torque_teno_virus
orangutan polyomavirus,4026996,638786,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005216623,5.216623188,5,41.9616,11.2,11.2,Orangutan_polyomavirus
orca astrovirus 1,4220468,943162,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Orca_astrovirus_1
orf virus,3434647,10258,group i,na,poxviridae,parapoxvirus,0,0,1,0,0,1,0,0,1,0.139962,139.962,130,63.4,186.8,124.2,Orf_virus
oriboca orthobunyavirus,3663427,1934100,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012259,12.259,4,35.3876,180.4,180.4,Oriboca_orthobunyavirus
orogrande virus,24322794,587122,group v,bunyavirales,arenaviridae,arenaviridae,1,0,0,1,0,1,0,1,1,0.0100705,10.0705,4,41.294,0,0,Orogrande_virus
oropouche orthobunyavirus,26531988,1933309,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.011985,11.985,4,35.3854,187,187,Oropouche_orthobunyavirus
orthohepevirus a,26552879,1678143,group iv,na,hepeviridae,orthohepevirus,1,0,0,0,1,0,0,0,1,0.007207,7.207,3,55.6,186.8,186.8,Orthohepevirus_A
orungo virus,22683091,40058,group iii,na,reoviridae,orbivirus,1,0,1,0,0,0,0,1,1,0.018894,18.894,11,45.8234,65,23.4,Orungo_virus
otariid herpesvirus 2,4054283,672017,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Otariid_herpesvirus_2
otariid herpesvirus 3,27236560,1204577,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Otariid_herpesvirus_3
otarine adenovirus,27728883,1177633,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Otarine_adenovirus
otarine adenovirus 2,1204570,1204570,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Otarine_adenovirus_2
otarine picobirnavirus,25871279,1187973,group iii,na,picobirnaviridae,picobirnavirus,1,0,1,0,0,0,0,1,1,0.004035,4.035,3,44.7662,0,0,Otarine_picobirnavirus
ovine adenovirus c,3839067,389481,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Ovine_adenovirus_C
ovine atadenovirus d,3606857,130327,group i,na,adenoviridae,atadenovirus,0,0,1,0,0,0,0,0,0,0.029576,29.576,30,33.6,23.6,23.6,Ovine_atadenovirus_D
ovine enzootic nasal tumor virus,3510888,69576,group vi,ortervirales,retroviridae,betaretrovirus,1,1,0,0,1,1,0,0,0,0.007434,7.434,4,40.7,23.6,23.6,Ovine_enzootic_nasal_tumor_virus
ovine gammaherpesvirus 2,3434872,10398,group i,herpesvirales,herpesviridae,macavirus,0,0,1,0,0,1,0,0,0,0.135135,135.135,73,52.9,167.2,167.2,Ovine_gammaherpesvirus_2
ovine herpesvirus 1,3596889,119207,group i,herpesvirales,herpesviridae,herpesviridae,0,0,1,0,0,1,0,0,0,0.150500516,150.5005156,63,55.8906,0,0,Ovine_herpesvirus_1
ovine kobuvirus,26745733,1476551,group iv,picornavirales,picornaviridae,kobuvirus,1,0,0,0,1,0,0,0,1,0.008172063,8.1720625,1,55.256,0,0,Ovine_kobuvirus
ovine lentivirus,3436538,11663,group vi,ortervirales,retroviridae,lentivirus,1,1,0,0,1,1,0,0,0,0.009256,9.256,6,40.6,0,0,Ovine_lentivirus
ovine mastadenovirus a,3589338,114424,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.033034,33.034,15,43.6,45,45,Ovine_mastadenovirus_A
ovine mastadenovirus b,3839069,389483,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.002724,2.724,1,50.5,0,0,Ovine_mastadenovirus_B
ovine papillomavirus,3461002,40541,group i,na,papillomaviridae,papillomaviridae,0,0,1,0,0,0,1,0,0,0.007339707,7.339706721,7,42.18,0,0,Ovine_papillomavirus
ovine pestivirus,3478041,50359,group iv,na,flaviviridae,pestivirus,1,0,0,0,1,1,0,0,1,0.012256475,12.256475,1,45.746,0,0,Ovine_pestivirus
ovine polyomavirus,26745683,1387296,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005216623,5.216623188,5,41.9616,0,0,Ovine_polyomavirus
ovine progressive pneumonia virus,3719277,253923,group vi,ortervirales,retroviridae,lentivirus,1,1,0,0,1,1,0,0,0,0.009236111,9.236111111,12,41.767,23.6,23.6,Ovine_progressive_pneumonia_virus
ovine respiratory syncytial virus,3442987,28869,group v,mononegavirales,pneumoviridae,orthopneumovirus,1,0,0,1,0,1,0,0,1,0.0151105,15.1105,11,35.2,0,0,Ovine_respiratory_syncytial_virus
oxbow orthohantavirus,4045314,1980484,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Oxbow_orthohantavirus
palyam virus,3460156,40059,group iii,na,reoviridae,orbivirus,1,0,1,0,0,0,0,1,1,0.018915,18.915,11,39.2637,45,45,Palyam_virus
pan paniscus polyomavirus,27462784,1790068,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005216623,5.216623188,5,41.9616,0,0,Pan_paniscus_polyomavirus
pan rhadino-herpesvirus 2,3644527,171950,group i,herpesvirales,herpesviridae,rhadinovirus,0,0,1,0,0,1,0,0,0,0.1021695,102.1695,81,43.867,0,0,Pan_rhadino-herpesvirus_2
pan troglodytes adenovirus,1916699,1916699,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Pan_troglodytes_adenovirus
pan troglodytes adenovirus type 3,3872677,426751,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Pan_troglodytes_adenovirus_type_3
pan troglodytes adenovirus type 63,3872679,426753,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Pan_troglodytes_adenovirus_type_63
pan troglodytes herpesvirus 7,26205488,1543221,group i,herpesvirales,herpesviridae,Roseolovirus,0,0,1,0,0,1,0,0,0,0.1407235,140.7235,83,40.85,0,0,Pan_troglodytes_herpesvirus_7
pan troglodytes lymphocryptovirus,26205494,1676471,group i,herpesvirales,herpesviridae,lymphocryptovirus,0,0,1,0,0,1,0,0,0,0.086721667,86.72166667,77,58.867,0,0,Pan_troglodytes_lymphocryptovirus
pan troglodytes polyomavirus 8,26205496,2006158,group i,na,polyomaviridae,betapolyomavirus,0,0,1,0,0,0,1,0,0,0.005163,5.163,6,38.1,0,0,Pan_troglodytes_polyomavirus_8
pan troglodytes rhadinovirus 2,3643987,171371,group i,herpesvirales,herpesviridae,rhadinovirus,0,0,1,0,0,1,0,0,0,0.1021695,102.1695,81,43.867,0,0,Pan_troglodytes_rhadinovirus_2
pan troglodytes rhadinovirus 3,4064035,682884,group i,herpesvirales,herpesviridae,rhadinovirus,0,0,1,0,0,1,0,0,0,0.1021695,102.1695,81,43.867,0,0,Pan_troglodytes_rhadinovirus_3
pan troglodytes roseolovirus 1,3765583,308725,group i,herpesvirales,herpesviridae,Roseolovirus,0,0,1,0,0,1,0,0,0,0.1407235,140.7235,83,40.85,0,0,Pan_troglodytes_roseolovirus_1
pan troglodytes schweinfurthii adenovirus 1,24643289,1076309,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Pan_troglodytes_schweinfurthii_adenovirus_1
pan troglodytes schweinfurthii adenovirus 10,24643290,1076310,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Pan_troglodytes_schweinfurthii_adenovirus_10
pan troglodytes schweinfurthii adenovirus 11,24643291,1076311,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Pan_troglodytes_schweinfurthii_adenovirus_11
pan troglodytes schweinfurthii adenovirus 12,24643292,1076312,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Pan_troglodytes_schweinfurthii_adenovirus_12
pan troglodytes schweinfurthii adenovirus 13,24643293,1076313,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Pan_troglodytes_schweinfurthii_adenovirus_13
pan troglodytes schweinfurthii adenovirus 14,24643294,1076314,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Pan_troglodytes_schweinfurthii_adenovirus_14
pan troglodytes schweinfurthii adenovirus 2,24643295,1076315,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Pan_troglodytes_schweinfurthii_adenovirus_2
pan troglodytes schweinfurthii adenovirus 6,24643296,1076316,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Pan_troglodytes_schweinfurthii_adenovirus_6
pan troglodytes schweinfurthii adenovirus 7,24643297,1076317,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Pan_troglodytes_schweinfurthii_adenovirus_7
