pathogenid,Name,abs,classified,TID,B,O,F,G,G_abb
1961666,qinghai himalayan marmot astrovirus 2,qinghai himalayan marmot astrovirus 2,0,1961666,group iv,na,astroviridae,mamastrovirus,MamAST
1914442,rodent astrovirus,rodent astrovirus,0,1914442,group iv,na,astroviridae,mamastrovirus,MamAST
4032423,steller sea lion astrovirus 1,steller sea lion astrovirus 1,0,645429,group iv,na,astroviridae,mamastrovirus,MamAST
26205122,bat calicivirus,bat CALV,,1514705,group iv,na,caliciviridae,caliciviridae,NA
2184710,bat calicivirus a10,Bat calicivirus A10,,2184710,group iv,na,caliciviridae,caliciviridae,NA
27598650,ferret badger calicivirus,,,1564920,group iv,na,caliciviridae,caliciviridae,NA
2050022,shrew calicivirus,,,2050022,group iv,na,caliciviridae,caliciviridae,NA
4033158,st-valerien swine virus,,,646294,group iv,na,caliciviridae,caliciviridae,NA
3793688,swine enteric calicivirus,,,339165,group iv,na,caliciviridae,caliciviridae,NA
1245560,wuharv calicivirus 1,,,1245560,group iv,na,caliciviridae,caliciviridae,NA
3449703,european brown hare syndrome virus,EBHSV,1,33756,group iv,na,caliciviridae,lagovirus,Lago
1743398,hare calicivirus,,,1743398,group iv,na,caliciviridae,lagovirus,Lago
3436986,rabbit hemorrhagic disease virus,RHDV,1,11976,group iv,na,caliciviridae,lagovirus,Lago
26745809,bovine nebovirus,,,1661258,group iv,na,caliciviridae,nebovirus,Nebo
4074883,newbury 1 virus,Newbury1,1,2170030,group iv,na,caliciviridae,nebovirus,Nebo
26205216,bat norovirus,,,1514709,group iv,na,caliciviridae,norovirus,Noro
2070151,california sea lion norovirus,california sea lion norovirus,0,2070151,group iv,na,caliciviridae,norovirus,Noro
2161807,marmot norovirus,,,2161807,group iv,na,caliciviridae,norovirus,Noro
3437000,norwalk virus,NV,1,11983,group iv,na,caliciviridae,norovirus,Noro
4170942,rhesus macaque norovirus,,,872275,group iv,na,caliciviridae,norovirus,Noro
2108212,rhinolophus pusillus norovirus,,,2108212,group iv,na,caliciviridae,norovirus,Noro
3948504,recovirus a,,,2560702,group iv,na,caliciviridae,recovirus,Reco
4172330,rhesus macaque recovirus,,,875071,group iv,na,caliciviridae,recovirus,Reco
1959930,bat sapovirus,,,1959930,group iv,na,caliciviridae,sapovirus,Sapo
24641377,california sea lion sapovirus 1,california sea lion sapovirus 1,0,1073970,group iv,na,caliciviridae,sapovirus,Sapo
24641378,california sea lion sapovirus 2,california sea lion sapovirus 2,0,1073971,group iv,na,caliciviridae,sapovirus,Sapo
2161805,marmot sapovirus,,,2161805,group iv,na,caliciviridae,sapovirus,Sapo
3628277,mink enteric sapovirus,,,154121,group iv,na,caliciviridae,sapovirus,Sapo
2171392,murine sapovirus,,,2171392,group iv,na,caliciviridae,sapovirus,Sapo
3556752,sapporo virus,SV,,95342,group iv,na,caliciviridae,sapovirus,Sapo
26747485,canine vesivirus,canine vesivirus,0,1176484,group iv,na,caliciviridae,vesivirus,Vesi
3436990,feline calicivirus,FCV,1,11978,group iv,na,caliciviridae,vesivirus,Vesi
3628278,mink calicivirus,,,154122,group iv,na,caliciviridae,vesivirus,Vesi
3760702,rabbit vesivirus,rabbit vesivirus,0,303317,group iv,na,caliciviridae,vesivirus,Vesi
2587462,san miguel sea lion virus 12,san miguel sea lion virus 12,0,2587462,group iv,na,caliciviridae,vesivirus,Vesi
26747931,san miguel sea lion virus 8,san miguel sea lion virus 8,0,1564182,group iv,na,caliciviridae,vesivirus,Vesi
3882048,steller sea lion vesivirus,steller sea lion vesivirus,0,436911,group iv,na,caliciviridae,vesivirus,Vesi
3452596,vesicular exanthema of swine virus,VESV,1,35612,group iv,na,caliciviridae,vesivirus,Vesi
3683174,providence virus,,,213633,group iv,na,carmotetraviridae,alphacarmotetravirus,AlphaCar
3502593,aroa virus,AROAV,1,64303,group iv,na,flaviviridae,flavivirus,Flav
3502578,bouboui virus,BOUV,1,64295,group iv,na,flaviviridae,flavivirus,Flav
3502597,cacipacore virus,,,64305,group iv,na,flaviviridae,flavivirus,Flav
3437782,dengue virus,DENV,1,12637,group iv,na,flaviviridae,flavivirus,Flav
3502555,entebbe bat virus,ENTV,1,64283,group iv,na,flaviviridae,flavivirus,Flav
3494389,ilheus virus,,,59563,group iv,na,flaviviridae,flavivirus,Flav
3435860,japanese encephalitis virus,JEV,1,11072,group iv,na,flaviviridae,flavivirus,Flav
3502585,jutiapa virus,,,64299,group iv,na,flaviviridae,flavivirus,Flav
3449682,kyasanur forest disease virus,KFDV,1,33743,group iv,na,flaviviridae,flavivirus,Flav
3435886,langat virus,,,11085,group iv,na,flaviviridae,flavivirus,Flav
3435888,louping ill virus,LIV,,11086,group iv,na,flaviviridae,flavivirus,Flav
3502587,modoc virus,,,64300,group iv,na,flaviviridae,flavivirus,Flav
3435874,murray valley encephalitis virus,MVEV,1,11079,group iv,na,flaviviridae,flavivirus,Flav
3437760,omsk hemorrhagic fever virus,OHFV,1,12542,group iv,na,flaviviridae,flavivirus,Flav
3503560,phnom penh bat virus,PPBV,1,64894,group iv,na,flaviviridae,flavivirus,Flav
3435882,powassan virus,POWV,1,11083,group iv,na,flaviviridae,flavivirus,Flav
3502559,rio bravo virus,,,64285,group iv,na,flaviviridae,flavivirus,Flav
3502565,royal farm virus,RFV,1,64288,group iv,na,flaviviridae,flavivirus,Flav
3502557,saboya virus,,,64284,group iv,na,flaviviridae,flavivirus,Flav
3435876,saint louis encephalitis virus,SLEV,1,11080,group iv,na,flaviviridae,flavivirus,Flav
3502621,sokoluk virus,,,64317,group iv,na,flaviviridae,flavivirus,Flav
26532106,spanish goat encephalitis virus,SGEV,1,1691889,group iv,na,flaviviridae,flavivirus,Flav
3502623,spondweni virus,,,64318,group iv,na,flaviviridae,flavivirus,Flav
3635119,tamana bat virus,TABV,1,161675,group iv,na,flaviviridae,flavivirus,Flav
3502574,tembusu virus,,,64293,group iv,na,flaviviridae,flavivirus,Flav
3435884,tick-borne encephalitis virus,TBEV,1,11084,group iv,na,flaviviridae,flavivirus,Flav
3502581,uganda s virus,UGSV,1,64297,group iv,na,flaviviridae,flavivirus,Flav
3502561,usutu virus,USUV,1,64286,group iv,na,flaviviridae,flavivirus,Flav
3637662,wesselsbron virus,WSLV,1,164416,group iv,na,flaviviridae,flavivirus,Flav
3435880,west nile virus,WNV,1,11082,group iv,na,flaviviridae,flavivirus,Flav
3435894,yellow fever virus,YFV,1,11089,group iv,na,flaviviridae,flavivirus,Flav
3502627,zika virus,ZIKV,1,64320,group iv,na,flaviviridae,flavivirus,Flav
25871155,bat hepacivirus,bat hepacivirus,0,1325446,group iv,na,flaviviridae,hepacivirus,Hepa
25871173,bovine hepacivirus,,,1633878,group iv,na,flaviviridae,hepacivirus,Hepa
25871179,canine hepacivirus,,,1249509,group iv,na,flaviviridae,hepacivirus,Hepa
25871219,equine hepacivirus,EHCV,1,1281455,group iv,na,flaviviridae,hepacivirus,Hepa
3435919,hepacivirus c,HCV,0,11103,group iv,na,flaviviridae,hepacivirus,Hepa
25871269,hepacivirus g,HGV,1,2008766,group iv,na,flaviviridae,hepacivirus,Hepa
25871271,hepacivirus h,HHV,1,2008767,group iv,na,flaviviridae,hepacivirus,Hepa
25871267,non-primate hepacivirus,non-primate hepacivirus,0,1670679,group iv,na,flaviviridae,hepacivirus,Hepa
25871291,rodent hepacivirus,rodent hepacivirus,0,1281454,group iv,na,flaviviridae,hepacivirus,Hepa
25870178,norway rat pegivirus,norway rat PgV,0,1562065,group iv,na,flaviviridae,pegivirus,Pegi
25866305,pegivirus a,PgV-A,1,1307800,group iv,na,flaviviridae,pegivirus,Pegi
25866313,pegivirus b,PgV-B,1,1307801,group iv,na,flaviviridae,pegivirus,Pegi
25866339,pegivirus c,PgV-C,1,1985356,group iv,na,flaviviridae,pegivirus,Pegi
25866472,pegivirus d,PgV-D,1,1985357,group iv,na,flaviviridae,pegivirus,Pegi
25866481,pegivirus e,PgV-E,1,1985358,group iv,na,flaviviridae,pegivirus,Pegi
25870174,pegivirus h,PgV-H,1,1985361,group iv,na,flaviviridae,pegivirus,Pegi
25870180,porcine pegivirus,,,1869278,group iv,na,flaviviridae,pegivirus,Pegi
25870182,rodent pegivirus,rodent PgV,0,1321391,group iv,na,flaviviridae,pegivirus,Pegi
26532094,shrew pegivirus,,,1281453,group iv,na,flaviviridae,pegivirus,Pegi
25871147,atypical porcine pestivirus,,,1914447,group iv,na,flaviviridae,pestivirus,Pesti
26532000,lamb pestivirus,,,1905693,group iv,na,flaviviridae,pestivirus,Pesti
27063176,linda virus,,,2014960,group iv,na,flaviviridae,pestivirus,Pesti
26302984,norway rat pestivirus,norway rat pestivirus,0,1562066,group iv,na,flaviviridae,pestivirus,Pesti
3478041,ovine pestivirus,ovine pestivirus,0,50359,group iv,na,flaviviridae,pestivirus,Pesti
3435911,pestivirus a,PestA,1,2170080,group iv,na,flaviviridae,pestivirus,Pesti
3485017,pestivirus b,Pestivirus B,1,2170081,group iv,na,flaviviridae,pestivirus,Pesti
3435905,pestivirus c,Pestivirus C,1,2170082,group iv,na,flaviviridae,pestivirus,Pesti
3811043,pestivirus d,Pestivirus D,1,2170083,group iv,na,flaviviridae,pestivirus,Pesti
3660347,pestivirus e,Pestivirus E,1,2170084,group iv,na,flaviviridae,pestivirus,Pesti
3831989,pestivirus h,Pestivirus H,1,2170087,group iv,na,flaviviridae,pestivirus,Pesti
25871149,pestivirus i,Pestivirus I,1,2170088,group iv,na,flaviviridae,pestivirus,Pesti
27064452,pestivirus k,Pestivirus K,1,2170090,group iv,na,flaviviridae,pestivirus,Pesti
27352658,rhinolophus affinis pestivirus 1,rhinolophus affinis pestivirus 1,0,1195372,group iv,na,flaviviridae,pestivirus,Pesti
26745857,tunisian small ruminant pestivirus,TSR pestivirus,1,1827005,group iv,na,flaviviridae,pestivirus,Pesti
26205194,bat hepevirus,bat HEPV,0,1216472,group iv,na,hepeviridae,hepeviridae,NA
26747695,fox hepatitis e virus,fox HEV,1,1328106,group iv,na,hepeviridae,hepeviridae,NA
26552879,orthohepevirus a,HEV,1,1678143,group iv,na,hepeviridae,orthohepevirus,OrthHep
26205196,bat luteovirus,,,1340807,group iv,na,luteoviridae,luteoviridae,NA
26205214,bat nodavirus,,,1340804,group iv,na,nodaviridae,nodaviridae,NA
26205298,bat sobemovirus,,,1340805,group iv,na,solemoviridae,sobemovirus,Sobem
3435773,barmah forest virus,BFV,1,11020,group iv,na,togaviridae,alphavirus,Alpha
3455173,chikungunya virus,CHIKV,1,37124,group iv,na,togaviridae,alphavirus,Alpha
3435775,eastern equine encephalitis virus,EEEV,1,11021,group iv,na,togaviridae,alphavirus,Alpha
3493921,getah virus,,,59300,group iv,na,togaviridae,alphavirus,Alpha
3435781,highlands j virus,HJV,1,11024,group iv,na,togaviridae,alphavirus,Alpha
26532010,madariaga virus,MADV,1,1440170,group iv,na,togaviridae,alphavirus,Alpha
3493923,mayaro virus,MAYV,1,59301,group iv,na,togaviridae,alphavirus,Alpha
3435779,middelburg virus,MIDV,1,11023,group iv,na,togaviridae,alphavirus,Alpha
3493925,ndumu virus,NDUV,1,59302,group iv,na,togaviridae,alphavirus,Alpha
3435783,onyong-nyong virus,ONNV,1,11027,group iv,na,togaviridae,alphavirus,Alpha
3496721,pixuna virus,PIXV,1,60876,group iv,na,togaviridae,alphavirus,Alpha
3787098,rio negro virus,RNV,1,332097,group iv,na,togaviridae,alphavirus,Alpha
3435787,ross river virus,RRV,1,11029,group iv,na,togaviridae,alphavirus,Alpha
3435795,semliki forest virus,SFV,1,11033,group iv,na,togaviridae,alphavirus,Alpha
3435797,sindbis virus,SINV,1,11034,group iv,na,togaviridae,alphavirus,Alpha
26348418,southern elephant seal virus,Southern elephant seal virus,0,1159195,group iv,na,togaviridae,alphavirus,Alpha
3493929,una virus,UNAV,1,59304,group iv,na,togaviridae,alphavirus,Alpha
3435799,venezuelan equine encephalitis virus,VEEV,1,11036,group iv,na,togaviridae,alphavirus,Alpha
3435805,western equine encephalitis virus,WEEV,1,11039,group iv,na,togaviridae,alphavirus,Alpha
3435809,rubella virus,RuV,1,11041,group iv,na,togaviridae,rubivirus,Rubi
3435819,alphaarterivirus equid,,,2499620,group iv,nidovirales,arteriviridae,alphaarterivirus,AlphaArtr
26302980,norway rat arterivirus,norway rat arterivirus,0,1562062,group iv,nidovirales,arteriviridae,arteriviridae,NA
2012620,olivier's shrew virus 2,olivier's shrew virus 2,0,2012620,group iv,nidovirales,arteriviridae,arteriviridae,NA
2116538,olivier's shrew virus 3,olivier's shrew virus 3,0,2116538,group iv,nidovirales,arteriviridae,arteriviridae,NA
3442132,porcine reproductive and respiratory syndrome virus,PRRSV,1,28344,group iv,nidovirales,arteriviridae,arteriviridae,NA
26303112,rat arterivirus 2,,,1734442,group iv,nidovirales,arteriviridae,arteriviridae,NA
26303114,rat arterivirus 3,,,1734443,group iv,nidovirales,arteriviridae,arteriviridae,NA
26303108,rat arterivirus 4,,,1734440,group iv,nidovirales,arteriviridae,arteriviridae,NA
27467906,rodent arterivirus,rodent arterivirus,0,1806636,group iv,nidovirales,arteriviridae,arteriviridae,NA
26205528,southwest baboon virus 1,,,1546178,group iv,nidovirales,arteriviridae,arteriviridae,NA
26303110,betaarterivirus chinrav 1,,,2499930,group iv,nidovirales,arteriviridae,betaarterivirus,BetaArtr
3435823,betaarterivirus suid 1,,,2499680,group iv,nidovirales,arteriviridae,betaarterivirus,BetaArtr
2499685,betaarterivirus suid 2,,,2499685,group iv,nidovirales,arteriviridae,betaarterivirus,BetaArtr
3456873,deltaarterivirus hemfev,,,2499622,group iv,nidovirales,arteriviridae,deltaarterivirus   ,DeltaArtr
27388952,deltaarterivirus pejah,,,2499623,group iv,nidovirales,arteriviridae,deltaarterivirus   ,DeltaArtr
2501964,epsilonarterivirus hemcep,,,2501964,group iv,nidovirales,arteriviridae,epsilonarterivirus,EpsArtr
2501969,etaarterivirus ugarco 1,,,2501969,group iv,nidovirales,arteriviridae,etaarterivirus,EtaArtr
3435821,gammaarterivirus lacdeh,,,2499678,group iv,nidovirales,arteriviridae,gammaarterivirus,GamArtr
2501947,iotaarterivirus debrazmo,,,2501947,group iv,nidovirales,arteriviridae,iotaarterivirus,IotArtr
2501948,iotaarterivirus kibreg 1,,,2501948,group iv,nidovirales,arteriviridae,iotaarterivirus,IotArtr
27220424,kappaarterivirus wobum,,,2499677,group iv,nidovirales,arteriviridae,kappaarterivirus,KapArtr
2499621,lambdaarterivirus afriporav,,,2499621,group iv,nidovirales,arteriviridae,lambdaarterivirus,LmbArt
2499618,muarterivirus afrigant,,,2499618,group iv,nidovirales,arteriviridae,muarterivirus,MurArtr
26205532,thetaarterivirus kafuba,,,2501999,group iv,nidovirales,arteriviridae,thetaarterivirus,ThetArtr
26205526,thetaarterivirus mikelba 1,,,2502000,group iv,nidovirales,arteriviridae,thetaarterivirus,ThetArtr
2499932,zetaarterivirus ugarco 1,,,2499932,group iv,nidovirales,arteriviridae,zetaarterivirus,ZetaArtr
4073256,alphacoronavirus 1,AlphaCoV-1,1,693997,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
27581700,anlong ms bat coronavirus,Anlong ms CoV ,1,1508221,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
26205152,bat coronavirus hku10,BCoV-HKU10,1,1244203,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
27512803,ferret coronavirus,,,1264898,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
3435981,human coronavirus 229e,HCoV-229E,1,11137,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
3738341,human coronavirus nl63,HCoV-NL63,1,277944,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
26302948,lucheng rn rat coronavirus,,,1508224,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
27304458,lushi ml bat coronavirus,Lushi ml CoV,1,1508225,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
4073260,miniopterus bat coronavirus hku8,MiBCoV HKU28,,694001,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
27304460,neixiang md bat coronavirus,neixiang md bat coronavirus,0,1508226,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
3442103,porcine epidemic diarrhea virus,PEDV,1,28295,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
4073257,rhinolophus bat coronavirus hku2,RhBCoV HKU2,1,693998,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
4073258,scotophilus bat coronavirus 512,SCov512,1,693999,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
27304464,wencheng sm shrew coronavirus,,,1508228,group iv,nidovirales,coronaviridae,alphacoronavirus,AlphaCov
27457890,alpaca coronavirus,,,1770168,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
26205114,bat betacoronavirus,bat betacoronavirus,0,1805463,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
4073262,betacoronavirus 1,BetaCov-1,,694003,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
27332472,china rattus coronavirus hku24,china rattus coronavirus hku24,0,2501960,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
3748805,human coronavirus hku1,HCoV-HKU1,1,290028,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
27581703,longquan aa mouse coronavirus,,,1508222,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
26302946,longquan rl rat coronavirus,,,1508223,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
25865473,middle east respiratory syndrome-related coronavirus,MERS-CoV,1,1335626,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
4073263,murine coronavirus,,,694005,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
4073266,pipistrellus bat coronavirus hku5,PB-HKU5,1,694008,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
27724327,rousettus bat coronavirus gccdc1,rousettus bat coronavirus gccdc1,0,2501962,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
4073264,rousettus bat coronavirus hku9,RoBCoV HKU9,1,694006,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
4073267,severe acute respiratory syndrome-related coronavirus,SARS-CoV,1,694009,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
4073265,tylonycteris bat coronavirus hku4,TyBCoV HKU4,1,694007,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
4245730,zaria bat coronavirus,Zaria bat CoV,1,989337,group iv,nidovirales,coronaviridae,betacoronavirus,BetaCov
26205126,bat coronavirus,Bat-CoV,1,1508220,group iv,nidovirales,coronaviridae,coronavirinae,NA
27721963,kerivoula titania coronavirus,KeTCov,,1881087,group iv,nidovirales,coronaviridae,coronavirinae,NA
27721965,miniopterus fuliginosus coronavirus,,,1881088,group iv,nidovirales,coronaviridae,coronavirinae,NA
27859440,myotis daubentonii coronavirus,,,1487701,group iv,nidovirales,coronaviridae,coronavirinae,NA
27859442,myotis davidii coronavirus,,,1487702,group iv,nidovirales,coronaviridae,coronavirinae,NA
27498738,myotis latirostis coronavirus,MyLCoV,,1881089,group iv,nidovirales,coronaviridae,coronavirinae,NA
27190780,rabbit coronavirus,Rabbit-CoV,1,1898672,group iv,nidovirales,coronaviridae,coronavirinae,NA
27785053,rhinolophus ferrumequinum coronavirus,,,1487704,group iv,nidovirales,coronaviridae,coronavirinae,NA
27785055,rhinolophus hipposideros coronavirus,,,1487705,group iv,nidovirales,coronaviridae,coronavirinae,NA
27498740,rhinolophus monoceros coronavirus,,,1881090,group iv,nidovirales,coronaviridae,coronavirinae,NA
27721961,scotophilus kuhlii coronavirus,,,1881051,group iv,nidovirales,coronaviridae,coronavirinae,NA
27373536,suncus coronavirus,,,1643330,group iv,nidovirales,coronaviridae,coronavirinae,NA
26343682,coronavirus hku15,CoV-HKU15,1,1965089,group iv,nidovirales,coronaviridae,deltacoronavirus,DeltaCov
4073271,avian coronavirus,Avian coronavirus,0,694014,group iv,nidovirales,coronaviridae,gammacoronavirus,GamCoV
